,buyers,contract_value,suppliers
4811,Comisión Nacional para el Desarrollo de los Pueblos Indígenas,149999.99,ARTURO PEREZ OLGUIN
4812,Servicio de Protección Federal,31539106.68,KOL TOV SA DE CV
4813,Comisión Nacional para el Desarrollo de los Pueblos Indígenas,149999.99,LUIS ALBERTO YAÑEZ HERNANDEZ
4814,Coordinación Nacional de PROSPERA Programa de Inclusión Social,0,HECTOR RAMIREZ GONZALEZ
4815,Comisión Nacional para el Desarrollo de los Pueblos Indígenas,200000,JUANA SOCORRO DIAZ POLO
4816,Subprocuraduría Fiscal Federal de Amparos,1125000,TELECOMUNICACIONES DE MEXICO
4817,Comisión Nacional para el Desarrollo de los Pueblos Indígenas,200000,"CASA SUSY ARKAN, S.A. DE C.V."
4818,Secretaría de Marina,0,HUGO JIMENEZ CAMPOS
4819,Instituto Nacional de las Personas Adultas Mayores,0,MONTSERRAT SOTO SANCHEZ
4820,Instituto Nacional de Psiquiatría Ramón de la Fuente Muñiz,28710,"CICOVISA, S.A. DE C.V."
4821,Servicio de Administración Tributaria,275383.29,KEY QUIMICA SA DE CV
4822,Archivo General de la Nación,3464994.52,SEA DESARROLLO DE INFRAESTRUCTURA S.A DE C.V.
4823,Comisión Nacional para el Desarrollo de los Pueblos Indígenas,50000,"MUVE DISEÑO Y CONSTRUCCION, S.A. DE C.V."
4824,Dirección General de Carreteras,3662468,JAC-ARK ESTUDIOS Y PROYECTOS S.A. DE C.V.
4825,Comisión Nacional para el Desarrollo de los Pueblos Indígenas,180000,ARTURO PEREZ OLGUIN
4826,Instituto de Administración y Avalúos de Bienes Nacionales,0,PARAMETRIX SC
4827,Secretaría de Cultura,0,DIANA MARCEL ACONTRERAS ROSALES
4828,Instituto Nacional de Medicina Genómica,17677.99,ACCESORIOS PARA LABORATORIOS  S.A. DE C.V.
4829,Instituto de Administración y Avalúos de Bienes Nacionales,0,JORGE ANTONIO HERNANDEZ PLASCENCIA
4830,Instituto Nacional de Pediatría,0,REKNER SA DE CV
4831,Instituto Nacional de Pediatría,977037.17,"GE SISTEMAS MEDICOS DE MEXICO, S.A. DE C.V."
4832,Instituto Nacional de Pediatría,494426.22,JUAMA SA DE CV
4833,Instituto Nacional de Medicina Genómica,19328.88,BIO RAD SA
4834,Instituto Nacional de Pediatría,256012.97,CARL ZEISS DE MEXICO S.A. DE C.V.
4835,Instituto Nacional de Neurología y Neurocirugía Manuel Velasco Suárez,718924.2,COMERCIALIZADORA ELECTROMED  S.A. DE C.V.
4836,Instituto Nacional de Medicina Genómica,11310,FERANDELH SA DE CV
4837,Dirección General del Servicio Exterior y de Recursos Humanos,73958.12,"TINTORERIA Y LAVANDERIA COLOMO, S. A. DE C. V."
4838,Instituto Nacional de Pediatría,557730.32,AGILENT TECHNOLOGIES MEXICO  S. DE R.L. DE C.V.
4839,Instituto Nacional de Pediatría,1041328.66,"SERVICIOS DE INGENIERIA EN MEDICINA, S.A. DE C.V."
4840,Instituto Nacional de Medicina Genómica,19738.56,BIO RESEARCH IMPORTACIONES S.A DE C.V.
4841,Instituto Nacional de Neurología y Neurocirugía Manuel Velasco Suárez,89783.77,ROBOTEC ALTA TECNOLOGIA EN SEGURIDAD PRIVADA  S.A. DE C.V.
4844,Comisión Nacional del Agua,0,SERVIPERF Y CONSTRUCCIONES HIDRAULICAS SA DE CV
4845,Instituto Nacional de Medicina Genómica,9604.8,FERANDELH SA DE CV
4846,Instituto Nacional de Medicina Genómica,38508.71,CLAUDIA REYNOSO MORALES
4847,Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán,501479.58,TECNOLOGIA MEDICA DIART SA DE CV
4848,Secretaría de Comunicaciones y Transportes,0,"MULTIINMOBILIARIA YIBEI, S. DE R.L. DE C.V."
4849,Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán,178467.7,TECNOLOGIA MEDICA DIART SA DE CV
4850,Instituto Nacional de Rehabilitación Luis Guillermo Ibarra Ibarra,42788.4,GRUPO FARMACOS ESPECIALIZADOS S.A. DE C.V.
4851,Televisión Metropolitana S.A. de C.V.,169360,CELULOIDE FILMS SA DE CV
4852,Instituto Nacional de Pediatría,144756.86,PEGO MEDICAL SA DE CV
4854,Centro SCT Jalisco,4498607.07,"GAL GAR CONSTRUCCIONES, S.A. DE C.V"
4855,Instituto Nacional de Rehabilitación Luis Guillermo Ibarra Ibarra,176000.33,INTEGRACION E INNOVACIONES MEDICAS SA DE CV
4857,Dirección General de Fábricas de Vestuario y Equipo,3077931.67,"CORPOTAC-TEX, S.A. DE C.V."
4858,Instituto Nacional de Neurología y Neurocirugía Manuel Velasco Suárez,135902.06,"Q PLUS, S.A. DE C.V."
4860,Instituto Nacional de Rehabilitación Luis Guillermo Ibarra Ibarra,149115.68,INSTRUMENTACION MEDICA SA DE CV
4861,Servicio de Administración Tributaria,6094,GERARDO SOLIS ROACHO
4863,Instituto Nacional de Rehabilitación Luis Guillermo Ibarra Ibarra,372305.94,DEGASA SA DE CV
4864,Dirección General de Fábricas de Vestuario y Equipo,222106.59,"CALZAYVEST, S.A. DE C.V."
4865,Comisión Nacional del Sistema de Ahorro para el Retiro,0,JOSE LUIS MOSQUEDA GONZALEZ
4866,Centro SCT Tabasco,1989760.09,SERVICIOS INTEGRALES DE INGENIERIA Y CALIDAD S.A. DE C.V.
4867,Centro SCT Nuevo León,2592535.88,HCM INGENIERIA S.A. DE C.V.
4868,Dirección General de Recursos Materiales y Servicios Generales,95249.68,INGRID YAZMIN DE LEON VARGAS
4869,Instituto Nacional de Rehabilitación Luis Guillermo Ibarra Ibarra,417268.91,DUMSA DISTRIBUIDORA UNIVERSAL MEXICANA SA DE CV
4870,Instituto Nacional de Rehabilitación Luis Guillermo Ibarra Ibarra,65308,ESPECIALISTAS EN ESTERILIZACION Y ENVASE SA DE CV
4871,Instituto Nacional de Rehabilitación Luis Guillermo Ibarra Ibarra,348443.24,"HI TEC MEDICAL, S.A. DE C.V."
4872,Instituto Nacional de Rehabilitación Luis Guillermo Ibarra Ibarra,332592.01,TECHNODOMUS  S.A. DE C.V.
4873,Instituto Nacional de Rehabilitación Luis Guillermo Ibarra Ibarra,40600,IN KEY TRADE MEXICO SA DE CVPASO DE LA NIEVE
4874,Instituto Nacional de Rehabilitación Luis Guillermo Ibarra Ibarra,267703,MEDICAL PHARMACEUTICA SA DE CV
4875,Instituto Nacional de Medicina Genómica,13479.2,EDUARDO VARGAS ZAMORA
4876,Instituto Nacional de Medicina Genómica,8629.01,"HIROSTECNOLOGIAS, S.A. DE C.V."
4877,Instituto Nacional de Cancerología,103706.32,QUIMLAB  S.A. DE C.V.
4878,Instituto Mexicano de la Radio,1249042.25,TECNO ALTA DISTRIBUCION SA DE CV
4879,Comisión Nacional del Agua,0,"KARGHIS INGENIERÍA Y CONSTRUCCIONES, S.A. DE C.V."
4880,Instituto Nacional de Medicina Genómica,22039.07,UNIPARTS S A DE C V
4881,Instituto Nacional de Perinatología Isidro Espinosa de los Reyes,34517.08,MIGUEL CERON -
4882,Instituto Nacional de Medicina Genómica,597.63,EL CRISOL SA DE CV
4883,Televisión Metropolitana S.A. de C.V.,150800,_ _ _
4884,Televisión Metropolitana S.A. de C.V.,1357200,PRODUCCIONES CON SENTIDO SA DE CV
4885,Instituto Nacional de Cancerología,249977.3,"IVG COMERCIALIZADORA, S.A DE C.V"
4886,Instituto Nacional de Rehabilitación Luis Guillermo Ibarra Ibarra,52397.1,GRUPO FARMACOS ESPECIALIZADOS S.A. DE C.V.
4888,Instituto Nacional de Rehabilitación Luis Guillermo Ibarra Ibarra,46590.22,GRUPO FARMACOS ESPECIALIZADOS S.A. DE C.V.
4889,Instituto de Administración y Avalúos de Bienes Nacionales,0,JESUS BENJAMIN BLANCO PEREZ
4890,Comisión Nacional del Agua,40530.17,EXPERTOS EN ADMINISTRACION Y COMPUTO S.A. DE C.V.
4891,Comisión Nacional para el Desarrollo de los Pueblos Indígenas,46839497.67,"PUBLICA ENTERTAINMENT, S.A. DE C.V."
4892,Instituto Nacional de Medicina Genómica,46383.48,BIO RAD SA
4893,Secretaría de Medio Ambiente y Recursos Naturales,0,SERGIO GONZALEZ MALDONADO
4894,Instituto Nacional de Medicina Genómica,9402.62,QUIMICA VALANER  SA DE CV
4895,"Compañía Operadora del Centro Cultural y Turístico de Tijuana, S.A. de C.V.",267064.3,COMPAÑÍA OPERADORA DEL CENTRO CULTURAL Y TURISTICO DE TIJUANA SA DE CV
4896,Comisión Nacional de los Salarios Mínimos,931014.48,AXTEL S.A.B. DE C.V.
4897,Instituto de Administración y Avalúos de Bienes Nacionales,0,VALPO VALUACION PROFESIONAL ORGANIZADA SA DE CV
4898,"Compañía Operadora del Centro Cultural y Turístico de Tijuana, S.A. de C.V.",43195.8,RUBEN HERNANDEZ DIAZ
4899,Instituto de Administración y Avalúos de Bienes Nacionales,0,PARAMETRIX SC
4900,Centro SCT Puebla,3813007.8,LIDER EN DERECHO DE VIA Y CONSTRUCCION S.A. DE C.V.
4901,Comisión Nacional para la Protección y Defensa de los Usuarios de Servicios Financieros,0,RAM LOGISTICA SA DE CV
4902,Instituto Nacional de Rehabilitación Luis Guillermo Ibarra Ibarra,71218.2,INSTRUMENTOS MEDICOS INTERNACIONALES SA DE CV
4903,Instituto Nacional de Rehabilitación Luis Guillermo Ibarra Ibarra,63353.86,PROGRAMACION COMERCIAL APLICADA  S.A. DE C.V.
4904,Instituto de Administración y Avalúos de Bienes Nacionales,0,M&M INGENIERIA Y VALUACION SA DE CV
4905,Secretaría de Comunicaciones y Transportes,0,DISTRIBUIDORA MERCANTIL DE TABASCO SA DE CV
4906,Instituto Nacional de Rehabilitación Luis Guillermo Ibarra Ibarra,29021,PROVEEDORA INTEGRAL DE EMPRESAS S A  DE  C V
4907,Comandancia I Región Militar,3169999.23,"CASSIDIAN MEXICO, S.A. DE C.V."
4908,Secretaría de Comunicaciones y Transportes,0,OBRAS INTERNACIONALES ROMA SA DE CV
4909,Instituto Nacional de Rehabilitación Luis Guillermo Ibarra Ibarra,67523.6,RINOTEC SA DE CV
4910,Instituto Nacional de Rehabilitación Luis Guillermo Ibarra Ibarra,35000,ARTIMEDICA SA DE CV
4911,Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán,16424.44,ART TECNICA SA DE CV
4912,"Compañía Operadora del Centro Cultural y Turístico de Tijuana, S.A. de C.V.",189818.16,JOSE MANUEL CRUZ VAZQUEZ
4913,Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán,29272.6,INGENIERIA ELECTROMECANICA EN INFRAESTRUCTURA COMPUTACIONAL SA DE CV
4914,Secretaría de Cultura,0,"CORAS & VELVERDE ANSWERS CONSULTING GROUP, SC."
4915,Comisión Nacional del Agua,868454.19,RYE CONSULTORES Y CONSTRUCTORES S.A. DE C.V.
4916,Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán,52989.29,BIO RAD SA
4917,Servicio de Administración Tributaria,624,A Y M VETERINARIAS SA DE CV
4919,Televisión Metropolitana S.A. de C.V.,35099.97,"RODAVEL SERVICIOS, S.A. DE C.V."
4921,Instituto Nacional de Cancerología,132990.52,SUMINISTROS INTEGRALES RJAM S DE RL DE CV
4923,Instituto Nacional de Pediatría,162284,"CIENTIFICA SENNA, S.A. DE C.V."
4924,Instituto Nacional de Pediatría,464432.15,CONTROL TECNICO Y REPRESENTACIONES  S A  DE  C V
4926,Instituto Nacional de Pediatría,477300,SOLUTESA SOLUCIONES TECNICAS PARA LA SALUD SA DE CV
4927,Instituto de Administración y Avalúos de Bienes Nacionales,0,PARAMETRIX SC
4928,Instituto Nacional de Cardiología Ignacio Chávez,6088.5,LA MAGDALENA 100 % NATURAL S. DE R.L. DE C.V.
4929,Secretaría de Comunicaciones y Transportes,0,COMPRESORES Y MAQUINARIA DE TUXPAN SA DE CV
4931,Comisión Nacional para el Desarrollo de los Pueblos Indígenas,79190,"COMBUSTIBLES Y REFINADOS JARDINES, S.A. DE C.V."
4932,Instituto Nacional de Psiquiatría Ramón de la Fuente Muñiz,1093355,JULIO CESAR URIOSTEGUI MORALES
4934,Centro SCT Chihuahua,3095510.23,"MONTAJES, CARRETERAS QUATTRO S.A. DE C.V."
4935,Instituto Nacional de Salud Pública,56840,ARCYBIB ARCHIVISTAS Y BIBLIOTECARIOS SA DE CV
4936,Instituto Nacional de Rehabilitación Luis Guillermo Ibarra Ibarra,57872.61,COMERCIALIZADORA JOMAYER SA DE CV
4937,Instituto Nacional de Medicina Genómica,23966.06,CARMA REPRESENTACIONES SA DE CV
4939,Instituto Nacional de Medicina Genómica,3723.67,CARMA REPRESENTACIONES SA DE CV
4940,Comité Nacional Mixto de Protección al Salario,37958.61,SUVEN S.A. DE C.V.
4941,Instituto Nacional de Rehabilitación Luis Guillermo Ibarra Ibarra,39440,DUMSA DISTRIBUIDORA UNIVERSAL MEXICANA SA DE CV
4942,Instituto Nacional de Enfermedades Respiratorias Ismael Cosío Villegas,37398.4,RAPPYD  S A  DE  C V
4943,"Secretaría de Desarrollo Agrario, Territorial y Urbano",0,TERESA DE JESUS VILLASEÑOR LEAL
4944,Instituto Nacional de Enfermedades Respiratorias Ismael Cosío Villegas,3328311.61,PEGO MEDICAL SA DE CV
4945,Coordinación Nacional de PROSPERA Programa de Inclusión Social,0,PUBLIMANY
4946,Instituto Nacional de Pediatría,270941.2,DISTRIBUIDORA QUIMICA Y HOSPITALARIA ARAVEL S.A DE C.V.
4948,Instituto Nacional de Medicina Genómica,7884.15,CARMA REPRESENTACIONES SA DE CV
4949,Instituto Nacional de Medicina Genómica,16933.68,REACTIVOS Y MARCAS DE MEXICO S A DE C V
4950,Comisión Nacional del Agua,13581.91,FERRETERIA INDUSTRIAL LOBO  S.A. DE C.V.
4952,Secretaría de Comunicaciones y Transportes,0,EDIFICACIONES MAYER SA DE CV
4953,Centro SCT México,4798041.88,"CONSTRUCTORA, ARRENDADORA Y CONTROL DE CALIDAD PROSPER S.A. DE C.V."
4954,Instituto Nacional de Medicina Genómica,8266.16,INDUSTRIAS BIOVIN S.A DE C.V.
4955,Secretaría de Comunicaciones y Transportes,0,VVA GROUP SOLUTIONS S DE RL DE CV
4956,Instituto Nacional de Medicina Genómica,3851.14,BIOELECTRONICA E INSTRUMENTOS RAFIR  S.A. DE C.V.
4958,Instituto de Administración y Avalúos de Bienes Nacionales,0,GOVYNDAYA DESARROLLO INMOBILIARIO SA DE CV
4959,Instituto Nacional de Medicina Genómica,371.2,REACTIVOS Y MARCAS DE MEXICO S A DE C V
4960,Dirección General de Fábricas de Vestuario y Equipo,24397.7,"SWITZERLAND, S.A. DE C.V."
4961,Instituto Nacional de Geriatría,81200,CONTRO Y ASOCIADOS S DE RL DE CV
4962,Estado Mayor General de la Armada,88264.4,GRUPOLAJAIS.C.
4963,Sistema Nacional para el Desarrollo Integral de la Familia,877467.56,MARIA IRMA LOPEZ  ABUNDES
4966,Instituto Nacional de Pediatría,955687.11,DICIPA S.A.DE C.V.
4967,"Secretaría de Desarrollo Agrario, Territorial y Urbano",0,FRANCISCO JAVIER MARTINEZ MENDIETA
4968,Instituto Nacional de Pediatría,382200,MEDICAL PHARMACEUTICA SA DE CV
4969,Comisión Nacional para el Desarrollo de los Pueblos Indígenas,199172,JOSE ANTONIO BAUTISTA OSORIO
4970,Instituto Nacional de Psiquiatría Ramón de la Fuente Muñiz,1698637.29,EBSCO MEXICO INC. S.A. DE C.V.
4973,Comisión Nacional del Agua,21996.5,ROSA MARIA MURILLO RAMIREZ
4975,Instituto Nacional de Enfermedades Respiratorias Ismael Cosío Villegas,94897.14,"COMERCIAL MEDICA ARZE, S.A. DE C.V."
4976,Secretaría de Desarrollo Social,0,BNKR ESTRATEGICO SA DE CV
4977,Instituto Nacional de Rehabilitación Luis Guillermo Ibarra Ibarra,206722.4,PROVEEDORA NACIONAL DE MATERIAL DE CURACION SA DE CV
4979,Instituto Nacional de las Mujeres,336018.01,EFINFO S.A.P.I. DE C.V.
4980,"Secretaría de Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",0,BRENDA DENISSE RIVERA VERDUGO
4981,Instituto Nacional de Psiquiatría Ramón de la Fuente Muñiz,227972.78,QUICK SOFT S A  DE C V
4982,"Compañía Operadora del Centro Cultural y Turístico de Tijuana, S.A. de C.V.",301202.42,"OBSERVA PUBLICIDAD, S. DE R.L. DE C.V."
4984,"Compañía Operadora del Centro Cultural y Turístico de Tijuana, S.A. de C.V.",569270.63,CORDOVA PLAZA SA DE CV
4985,Instituto Nacional de Medicina Genómica,18536.8,BIO RESEARCH IMPORTACIONES S.A DE C.V.
4988,"Hospital General de México ""Dr. Eduardo Liceaga""",85190.4,"PRASCORP ALLIANCE, S.A. DE C.V."
4989,Instituto Nacional de Medicina Genómica,28633.44,"DIAGNOSTICO INNOVACION Y ASESORIA, S.A. DE C.V."
4991,Comisión Nacional para el Desarrollo de los Pueblos Indígenas,840323.19,"GRUPO OCTANO,S.A. DE C.V."
4992,Instituto Nacional de Enfermedades Respiratorias Ismael Cosío Villegas,118738.95,ALTA TECNOLOGIA EN ABASTECIMIENTOS Y SERVICIOS SA DE CV
4993,Servicio de Protección Federal,1365552,DISTRIBUCIONES Y PROYECTOS SA DE CV
4994,Agencia de Servicios a la Comercialización y Desarrollo de Mercados Agropecuarios,64960.0,"SERVICIO PROFESIONAL DE VIGILANCIA ANGELOPOLIS, S.C."
4995,Patronato de Obras e Instalaciones del Instituto Politécnico Nacional,2109900.13,TOPA CONSTRUCCIONES SA DE CV
4996,Instituto de Administración y Avalúos de Bienes Nacionales,13927.75,CELESTE VALUACIONES SA DE CV
4997,Patronato de Obras e Instalaciones del Instituto Politécnico Nacional,731838.37,SERVICIOS DE INGENIERIA SISTEMAS Y ELECTRONICA NETKON SA DE CV
4998,Colegio Superior Agropecuario del Estado de Guerrero,93656.16,SINTEG EN MEXICO SA DE CV
4999,Instituto Nacional de Rehabilitación Luis Guillermo Ibarra Ibarra,57930,ESPECIALISTAS EN ESTERILIZACION Y ENVASE SA DE CV
5000,Instituto Nacional de Medicina Genómica,375840,BECTON DICKINSON DE MEXICO SA DE CV
5001,Patronato de Obras e Instalaciones del Instituto Politécnico Nacional,347900.71,CONSTRUCTORA E INGENIERIA HERAYAX SA DE CV
5002,Procuraduría General de la República,0,PEDRO AVILA UZARRAGA
5003,Comisión Coordinadora de Institutos Nacionales de Salud y Hospitales de Alta Especialidad,63660.8,SERVICIOS DE INGENIERIA TERMICA AMBIENTAL SA DE CV
5004,Instituto Nacional de Psiquiatría Ramón de la Fuente Muñiz,12168,CONRADO LOPEZ BECERRIL
5005,Instituto Nacional de Rehabilitación Luis Guillermo Ibarra Ibarra,110583.96,"BSN MEDICAL DC, S.A. DE C.V."
5006,Instituto Nacional de Rehabilitación Luis Guillermo Ibarra Ibarra,1124092.08,PEGO MEDICAL SA DE CV
5007,Instituto Nacional de Rehabilitación Luis Guillermo Ibarra Ibarra,389823.2,DUMSA DISTRIBUIDORA UNIVERSAL MEXICANA SA DE CV
5008,Fondo Nacional de Fomento al Turismo,8900053.31,INTEGRADORA DE SERVICIOS CONSTRUCTIVOS MAFYN S.A. DE C.V.
5009,Instituto de Administración y Avalúos de Bienes Nacionales,0,ASESORES MEXICANOS EN VALUACION P.S SA DE CV
5010,Secretaría de Comunicaciones y Transportes,0,CASANOVA VALLEJO SA DE CV
5011,Instituto Nacional de Rehabilitación Luis Guillermo Ibarra Ibarra,332592.01,TECHNODOMUS  S.A. DE C.V.
5012,Instituto Nacional de Cancerología,3819790.6,QUIMLAB  S.A. DE C.V.
5014,Instituto Nacional de Rehabilitación Luis Guillermo Ibarra Ibarra,115933.94,MEDICAL RECOVERY SA DE CV
5015,Instituto Mexicano del Transporte,0,MC MICROCOMPUTACION S.A. DE C.V.
5016,Servicios de Atención Psiquiátrica,0,SERVDENT S.A. DE C.V.
5017,Televisión Metropolitana S.A. de C.V.,52200,DAVID IVAN  ESPARZA SILVIA
5018,Hospital Juárez de México,930408.3400000001,"HI TEC MEDICAL, S.A. DE C.V."
5019,Instituto Nacional de Rehabilitación Luis Guillermo Ibarra Ibarra,57107.82,"HI TEC MEDICAL, S.A. DE C.V."
5020,Instituto Nacional de Rehabilitación Luis Guillermo Ibarra Ibarra,157928.47,INTEGRACION E INNOVACIONES MEDICAS SA DE CV
5022,Instituto Nacional de Cancerología,987657.53,UNIPARTS S A DE C V
5023,Instituto Nacional de Rehabilitación Luis Guillermo Ibarra Ibarra,62013.6,CORPORATIVO NEOMEDICA SA DE CV
5025,Instituto Nacional de Rehabilitación Luis Guillermo Ibarra Ibarra,135361.56,INSTRUMENTACION MEDICA SA DE CV
5026,Instituto Nacional de Medicina Genómica,10775.8,CARMA REPRESENTACIONES SA DE CV
5027,Dirección General de Industria Militar,60304.57,"INTERNATIONAL METALS DE MEXICO, S.A. DE C.V."
5028,Instituto Nacional de Medicina Genómica,39658.08,"BIOCARE MEDICAL REPRESENTANTE, S.A. DE C.V."
5031,"Compañía Operadora del Centro Cultural y Turístico de Tijuana, S.A. de C.V.",1904731.47,"VALET PERSONALIZADOEN CUSTODIA EMPRESARIAL, V.A.P.E., S.A. DE C.V."
5032,Instituto Nacional de Medicina Genómica,7528.4,UNIPARTS S A DE C V
5033,Patronato de Obras e Instalaciones del Instituto Politécnico Nacional,675821.26,SISTEMAS IMPERMEABLES Y RECUBRIMIENTOS
5035,Instituto de Administración y Avalúos de Bienes Nacionales,0,ANALISIS ECONOMICOS PROFESIONALES SA DE CV
5036,Patronato de Obras e Instalaciones del Instituto Politécnico Nacional,194168.96,SEFAMM CONSTRUCTORA SA DE CV
5037,Patronato de Obras e Instalaciones del Instituto Politécnico Nacional,412263.13,CONSTRUCTORA E INGENIERIA HERAYAX SA DE CV
5038,Instituto de Administración y Avalúos de Bienes Nacionales,0,YELHA SA DE CV
5039,Instituto Nacional de Medicina Genómica,17165.63,GRUPO DINELAB  S.A. DE C.V.
5041,Centro de Enseñanza Técnica Industrial,65020.08,"IXPAN SEGURIDAD ELECTRÓNICA, S.A. DE C.V."
5042,Centro SCT México,5648427.75,XA SERVICIOS INTEGRALES S.A. DE C.V.
5043,Instituto Nacional para la Educación de los Adultos,139923.49,GADARK SA DE CV
5044,Instituto de Administración y Avalúos de Bienes Nacionales,0,PARAMETRIX SC
5046,Instituto Nacional de Medicina Genómica,19293.12,ABALAT SA DE CV
5047,Instituto de Administración y Avalúos de Bienes Nacionales,0,VALPO VALUACION PROFESIONAL ORGANIZADA SA DE CV
5048,Agencia Espacial Mexicana,142912,AMERICAN RENT S.A. DE C.V.
5049,Instituto Nacional de Pediatría,754718.74,QUIMILAB SA DE CV
5050,Instituto Nacional de Cancerología,700407.54,ANALITEK SA DE CV
5051,Instituto Mexicano de la Radio,19140,JUAN CARLOS RUEDA SOLIS
5052,Instituto Nacional de Pediatría,625930.2,QUIMILAB SA DE CV
5054,Instituto Nacional de Cancerología,72524.1,MEDICAL CORPORATION GROUP S.A. DE C.V
5055,"Compañía Operadora del Centro Cultural y Turístico de Tijuana, S.A. de C.V.",75400,OLGA LOURDES DE LA VEGA CERVANTES
5057,Instituto Nacional de Pediatría,113188.16,BALUARTE 33 S.A. DE C.V.
5059,Sistema Nacional para el Desarrollo Integral de la Familia,388351.76,ENLACE EMPRESARIAL QUIRO SA DE CV
5060,Servicios de Atención Psiquiátrica,0,COMERCIALIZADORA RIVAS M&G SA DE CV
5061,Instituto Nacional de Medicina Genómica,46306.04,"DIAGNOSTICO INNOVACION Y ASESORIA, S.A. DE C.V."
